activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_13488830,CM00326,PARENT0252,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,56.0,,56.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488831,CM00156,PARENT0253,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,95.0,,95.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488832,CM00597,PARENT0254,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,85.0,,85.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488833,CM00378,PARENT0255,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,83.0,,83.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488834,CM00126,PARENT0256,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,85.0,,85.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488835,CM00213,PARENT0257,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,91.0,,91.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488836,CM00843,PARENT0258,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,98.0,,98.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488837,CM00164,PARENT0259,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,98.0,,98.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488838,CM00082,PARENT0260,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,92.0,,92.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488843,CM00334,PARENT0261,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,92.0,,92.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13488844,CM00414,PARENT0262,PMID_24074052,ASSY_CHEMBL2439842,PAM_functional_ERK,ERK,Emax,=,85.0,,85.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_ERK; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_13880571,CM00220,PARENT0263,PMID_24164599,ASSY_CHEMBL3107817,NAM,NAM,IC50,>,30000.0,30000.0,,,Homo sapiens,EXPLORATORY,NAM_potency,NAM_potency,,,cat=NAM; standard_type=IC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_13880572,CM00221,PARENT0264,PMID_24164599,ASSY_CHEMBL3107817,NAM,NAM,IC50,>,30000.0,30000.0,,,Homo sapiens,EXPLORATORY,NAM_potency,NAM_potency,,,cat=NAM; standard_type=IC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_13880573,CM00587,PARENT0265,PMID_24164599,ASSY_CHEMBL3107817,NAM,NAM,IC50,>,30000.0,30000.0,,,Homo sapiens,EXPLORATORY,NAM_potency,NAM_potency,,,cat=NAM; standard_type=IC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_13880574,CM00075,PARENT0266,PMID_24164599,ASSY_CHEMBL3107817,NAM,NAM,IC50,>,30000.0,30000.0,,,Homo sapiens,EXPLORATORY,NAM_potency,NAM_potency,,,cat=NAM; standard_type=IC50; source_kind=primary_article; censored endpoint bound; relation preserved
ACT_16489965,CM00111,PARENT0268,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.41,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489966,CM00535,PARENT0269,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.1,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489967,CM00306,PARENT0270,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.81,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489968,CM00446,PARENT0271,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,7.42,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489969,CM00286,PARENT0272,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.52,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489970,CM00337,PARENT0273,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.66,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489971,CM00369,PARENT0274,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.73,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489972,CM00628,PARENT0275,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.29,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489973,CM00136,PARENT0276,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.7,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489977,CM00652,PARENT0280,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,5.55,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489978,CM00713,PARENT0195,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,6.45,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489979,CM00325,PARENT0281,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,4.9,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489980,CM00694,PARENT0282,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,pKb,=,5.37,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=pKb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489997,CM00111,PARENT0268,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,2.38,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489998,CM00535,PARENT0269,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.79,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16489999,CM00306,PARENT0270,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,0.4,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490000,CM00446,PARENT0271,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,0.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490001,CM00286,PARENT0272,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.91,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490002,CM00337,PARENT0273,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,0.97,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490003,CM00369,PARENT0274,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.84,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490004,CM00628,PARENT0275,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.19,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490005,CM00136,PARENT0276,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,0.13,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490009,CM00652,PARENT0280,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.46,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490010,CM00713,PARENT0195,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.89,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490011,CM00325,PARENT0281,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.15,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490012,CM00694,PARENT0282,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,log(activity),=,1.72,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=log(activity); source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490037,CM00111,PARENT0268,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,400.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490038,CM00535,PARENT0269,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,800.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490039,CM00306,PARENT0270,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,200.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490040,CM00446,PARENT0271,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,40.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490041,CM00286,PARENT0272,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,300.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490042,CM00337,PARENT0273,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,200.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490043,CM00369,PARENT0274,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,200.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490044,CM00628,PARENT0275,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,500.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490045,CM00136,PARENT0276,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,200.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490049,CM00652,PARENT0280,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,2800.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490050,CM00713,PARENT0195,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,400.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490051,CM00325,PARENT0281,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,12500.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490052,CM00694,PARENT0282,SRC0105,ASSY_CHEMBL3772172,PAM_functional_ERK,ERK,Kb,=,4300.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Kb; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490069,CM00111,PARENT0268,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,240.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490070,CM00535,PARENT0269,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,61.7,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490071,CM00306,PARENT0270,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,2.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490072,CM00446,PARENT0271,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,2.0,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490073,CM00286,PARENT0272,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,81.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490074,CM00337,PARENT0273,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,9.3,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490075,CM00369,PARENT0274,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,69.2,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_16490076,CM00628,PARENT0275,SRC0105,ASSY_CHEMBL3772174,PAM_functional_ERK,ERK,Activity,=,15.5,,,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_ERK; standard_type=Activity; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
