activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation_recorded,endpoint_relation_human_resolved,potency_nM,potency_bound_interpretation,receptor_species,threshold_convention_note,decision_provenance,notes
ACTL00004,threshold_positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,threshold_positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_10958292,threshold_positive,CM00675,PARENT0103,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,EC50,=,=,1819.7,exact EC50 = 1819.7 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.74 (generic negative-log potency)
ACT_12628084,threshold_positive,CM00647,PARENT0209,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,104.0,exact EC50 = 104.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_12628085,threshold_positive,CM00679,PARENT0210,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,160.0,exact EC50 = 160.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_12628086,threshold_positive,CM00669,PARENT0211,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,160.0,exact EC50 = 160.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_12628087,threshold_positive,CM00531,PARENT0212,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,108.0,exact EC50 = 108.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_12628088,threshold_positive,CM00046,PARENT0213,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,80.0,exact EC50 = 80.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.1 (generic negative-log potency)
ACT_12628089,threshold_positive,CM00633,PARENT0214,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,326.0,exact EC50 = 326.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_12628090,threshold_positive,CM00155,PARENT0215,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,810.0,exact EC50 = 810.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.09 (generic negative-log potency)
ACT_12628091,threshold_positive,CM00630,PARENT0216,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,271.0,exact EC50 = 271.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_12628092,threshold_positive,CM00701,PARENT0217,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,294.0,exact EC50 = 294.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.53 (generic negative-log potency)
ACT_12628093,threshold_positive,CM00279,PARENT0218,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,844.0,exact EC50 = 844.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.07 (generic negative-log potency)
ACT_12628095,threshold_positive,CM00226,PARENT0219,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,128.0,exact EC50 = 128.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_12628096,threshold_positive,CM00800,PARENT0220,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,1370.0,exact EC50 = 1370.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.86 (generic negative-log potency)
ACT_12628097,threshold_positive,CM00519,PARENT0221,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,356.0,exact EC50 = 356.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_12628098,threshold_positive,CM00307,PARENT0222,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,669.0,exact EC50 = 669.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.17 (generic negative-log potency)
ACT_12628099,threshold_positive,CM00538,PARENT0223,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,208.0,exact EC50 = 208.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.68 (generic negative-log potency)
ACT_12628100,threshold_positive,CM00343,PARENT0224,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,61.0,exact EC50 = 61.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.21 (generic negative-log potency)
ACT_12628101,threshold_positive,CM00409,PARENT0225,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,600.0,exact EC50 = 600.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_12628102,threshold_positive,CM00796,PARENT0194,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,56.0,exact EC50 = 56.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.25 (generic negative-log potency)
ACT_12628103,threshold_positive,CM00713,PARENT0195,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,77.0,exact EC50 = 77.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.11 (generic negative-log potency)
ACT_12628104,threshold_positive,CM00852,PARENT0226,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,124.0,exact EC50 = 124.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_12628105,threshold_positive,CM00144,PARENT0227,PMID_23177787,ASSY_CHEMBL2320373,PAM_functional_calcium,calcium,EC50,=,=,107.0,exact EC50 = 107.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_13488845,threshold_positive,CM00457,PARENT0251,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,239.88,exact EC50 = 239.88 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_13488846,threshold_positive,CM00326,PARENT0252,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,346.74,exact EC50 = 346.74 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.46 (generic negative-log potency)
ACT_13488847,threshold_positive,CM00156,PARENT0253,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,100.0,exact EC50 = 100.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_13488848,threshold_positive,CM00597,PARENT0254,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,141.25,exact EC50 = 141.25 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_13488849,threshold_positive,CM00378,PARENT0255,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,575.44,exact EC50 = 575.44 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_13488850,threshold_positive,CM00126,PARENT0256,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,131.83,exact EC50 = 131.83 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency)
ACT_13488851,threshold_positive,CM00213,PARENT0257,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,104.71,exact EC50 = 104.71 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.98 (generic negative-log potency)
ACT_13488852,threshold_positive,CM00843,PARENT0258,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,218.78,exact EC50 = 218.78 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_13488853,threshold_positive,CM00164,PARENT0259,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,309.03,exact EC50 = 309.03 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_13488854,threshold_positive,CM00082,PARENT0260,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,125.89,exact EC50 = 125.89 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.9 (generic negative-log potency)
ACT_13488855,threshold_positive,CM00334,PARENT0261,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,562.34,exact EC50 = 562.34 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_13488856,threshold_positive,CM00414,PARENT0262,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,128.82,exact EC50 = 128.82 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488858,threshold_positive,CM00457,PARENT0251,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,240.0,exact EC50 = 240.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_13488859,threshold_positive,CM00326,PARENT0252,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,350.0,exact EC50 = 350.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.46 (generic negative-log potency)
ACT_13488860,threshold_positive,CM00156,PARENT0253,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,100.0,exact EC50 = 100.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_13488861,threshold_positive,CM00597,PARENT0254,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,140.0,exact EC50 = 140.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_13488862,threshold_positive,CM00378,PARENT0255,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,580.0,exact EC50 = 580.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_13488863,threshold_positive,CM00126,PARENT0256,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,130.0,exact EC50 = 130.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488864,threshold_positive,CM00213,PARENT0257,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,110.0,exact EC50 = 110.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.96 (generic negative-log potency)
ACT_13488865,threshold_positive,CM00843,PARENT0258,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,220.0,exact EC50 = 220.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_13488866,threshold_positive,CM00164,PARENT0259,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,310.0,exact EC50 = 310.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.51 (generic negative-log potency)
ACT_13488867,threshold_positive,CM00082,PARENT0260,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,130.0,exact EC50 = 130.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_13488872,threshold_positive,CM00334,PARENT0261,PMID_24074052,ASSY_CHEMBL2439843,PAM_functional_ERK,ERK,EC50,=,=,560.0,exact EC50 = 560.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_ERK; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
